Age,Beg.,Nov.,Int.,Adv.,Elite
15,32.66,55.34,85.73,122.92,164.65
20,37.19,63.5,97.98,140.61,188.24
25,38.1,64.86,100.7,144.24,193.23
30,38.1,64.86,100.7,144.24,193.23
35,38.1,64.86,100.7,144.24,193.23
40,38.1,64.86,100.7,144.24,193.23
45,36.29,61.69,95.71,136.98,183.25
50,34.02,58.06,89.81,128.37,171.91
55,31.3,53.52,83.01,118.84,159.21
60,28.58,48.99,75.75,108.41,145.15
65,25.85,44,68.49,97.98,131.09
70,23.13,39.46,61.23,88,117.93
75,20.87,35.38,54.88,78.47,105.23
80,18.6,31.75,48.99,70.31,94.35
85,16.78,28.58,44,63.05,84.37
90,14.97,25.4,39.46,56.7,76.2
