Age,Beg.,Nov.,Int.,Adv.,Elite
15,20.41,42.18,73.94,114.31,161.03
20,23.13,48.08,84.37,130.63,184.16
25,23.59,49.44,86.64,134.26,188.69
30,23.59,49.44,86.64,134.26,188.69
35,23.59,49.44,86.64,134.26,188.69
40,23.59,49.44,86.64,134.26,188.69
45,22.68,47.17,82.1,127.01,179.17
50,21.32,44,77.11,119.29,168.28
55,19.5,40.82,71.21,110.22,155.58
60,17.69,37.19,65.32,100.7,141.97
65,16.33,33.57,58.97,91.17,128.37
70,14.51,30.39,52.62,81.65,115.21
75,13.15,27.22,47.17,73.03,102.97
80,11.79,24.04,42.18,65.32,92.08
85,10.43,21.77,37.65,58.51,82.55
90,9.53,19.5,34.02,52.62,74.39
