Age,Beg.,Nov.,Int.,Adv.,Elite
15,61.23,88.45,122.47,161.93,205.02
20,70.31,101.6,140.16,185.52,234.51
25,72.12,104.33,143.79,190.51,240.4
30,72.12,104.33,143.79,190.51,240.4
35,72.12,104.33,143.79,190.51,240.4
40,72.12,104.33,143.79,190.51,240.4
45,68.49,98.88,136.53,180.53,228.16
50,64.41,92.53,128.37,169.64,214.1
55,59.42,85.73,118.39,156.94,198.22
60,53.98,78.47,108.41,142.88,180.98
65,48.99,70.76,97.98,129.27,163.29
70,44,63.5,87.54,116.12,146.51
75,39.46,56.7,78.47,103.87,131.09
80,34.93,50.8,70.31,92.53,117.03
85,31.3,45.36,63.05,83.01,105.23
90,28.58,40.82,56.7,74.84,94.8
