Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.18,10.89,24.04,41.73,63.5
20,3.63,12.25,27.22,47.63,72.57
25,3.63,12.7,28.12,48.99,74.84
30,3.63,12.7,28.12,48.99,74.84
35,3.63,12.7,28.12,48.99,74.84
40,3.63,12.7,28.12,48.99,74.84
45,3.63,12.25,26.76,46.72,70.76
50,3.18,11.34,24.95,43.54,66.68
55,3.18,10.43,23.13,40.37,61.69
60,2.72,9.53,20.87,36.74,56.25
65,2.72,8.62,19.05,33.11,50.8
70,2.27,7.71,17.24,29.94,45.36
75,2.27,6.8,15.42,26.76,40.82
80,1.81,6.35,13.61,24.04,36.29
85,1.81,5.44,12.25,21.32,32.66
90,1.36,4.99,10.89,19.5,29.48
