Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.43,18.6,29.94,44,59.42
20,11.79,21.32,34.47,50.35,68.04
25,12.25,21.77,34.93,51.26,69.85
30,12.25,21.77,34.93,51.26,69.85
35,12.25,21.77,34.93,51.26,69.85
40,12.25,21.77,34.93,51.26,69.85
45,11.79,20.87,33.57,48.99,66.22
50,10.89,19.5,31.3,45.81,62.14
55,9.98,18.14,29.03,42.18,57.61
60,9.07,16.33,26.31,38.56,52.62
65,8.16,14.97,24.04,34.93,47.63
70,7.26,13.15,21.32,31.3,42.64
75,6.8,11.79,19.05,28.12,38.1
80,5.9,10.89,17.24,24.95,34.02
85,5.44,9.53,15.42,22.68,30.39
90,4.99,8.62,14.06,20.41,27.67
