Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,19.96,32.21,47.17,63.96
20,12.7,22.68,36.74,53.98,73.03
25,13.15,23.59,37.65,55.34,75.3
30,13.15,23.59,37.65,55.34,75.3
35,13.15,23.59,37.65,55.34,75.3
40,13.15,23.59,37.65,55.34,75.3
45,12.25,22.23,35.83,52.16,71.21
50,11.79,20.87,33.57,48.99,66.68
55,10.89,19.5,30.84,45.36,61.69
60,9.98,17.69,28.12,41.73,56.25
65,8.62,15.88,25.4,37.65,50.8
70,7.71,14.06,23.13,33.57,45.81
75,7.26,12.7,20.41,29.94,40.82
80,6.35,11.34,18.14,26.76,36.74
85,5.9,10.43,16.33,24.04,32.66
90,4.99,9.07,14.97,21.77,29.48
