Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.01,69.85,111.13,162.39,219.99
20,44.91,79.83,127.46,185.52,251.74
25,45.81,82.1,130.63,190.51,258.55
30,45.81,82.1,130.63,190.51,258.55
35,45.81,82.1,130.63,190.51,258.55
40,45.81,82.1,130.63,190.51,258.55
45,43.54,77.56,123.83,180.98,244.94
50,40.82,73.03,116.12,169.64,229.97
55,38.1,67.59,107.5,156.94,212.73
60,34.47,61.69,97.98,143.34,194.14
65,31.3,55.79,88.9,129.27,175.54
70,28.12,49.9,79.38,116.12,157.4
75,24.95,44.45,71.21,103.87,140.61
80,22.23,39.92,63.5,92.99,126.1
85,19.96,35.83,57.15,83.01,112.94
90,18.14,32.21,51.26,74.84,101.6
