Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,11.34,19.96,31.3,44.45
20,5.9,12.7,23.13,35.83,50.8
25,5.9,13.15,23.59,36.74,52.16
30,5.9,13.15,23.59,36.74,52.16
35,5.9,13.15,23.59,36.74,52.16
40,5.9,13.15,23.59,36.74,52.16
45,5.9,12.7,22.23,34.93,49.44
50,5.44,11.79,20.87,32.66,46.72
55,4.99,10.89,19.5,30.39,43.09
60,4.54,9.98,17.69,27.67,39.46
65,4.08,9.07,15.88,24.95,35.38
70,3.63,8.16,14.51,22.23,31.75
75,3.18,7.26,12.7,19.96,28.58
80,3.18,6.35,11.34,18.14,25.4
85,2.72,5.9,10.43,15.88,22.68
90,2.27,4.99,9.07,14.51,20.41
