Age,Beg.,Nov.,Int.,Adv.,Elite
15,0.91,5.9,15.42,30.39,48.99
20,0.91,6.35,17.69,34.93,56.25
25,0.91,6.8,18.14,35.83,57.61
30,0.91,6.8,18.14,35.83,57.61
35,0.91,6.8,18.14,35.83,57.61
40,0.91,6.8,18.14,35.83,57.61
45,0.91,6.35,17.24,34.02,54.88
50,0.91,5.9,16.33,31.75,51.26
55,0.91,5.44,14.97,29.48,47.63
60,0.91,4.99,13.61,26.76,43.09
65,0.45,4.54,12.25,24.04,39.01
70,0.45,4.08,11.34,21.77,34.93
75,0.45,3.63,9.98,19.5,31.3
80,0.45,3.18,9.07,17.24,28.12
85,0.45,2.72,8.16,15.42,24.95
90,0.45,2.72,7.26,14.06,22.68
