Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.98,16.78,25.85,36.74,49.44
20,11.34,19.05,29.48,42.18,56.25
25,11.34,19.5,30.39,43.09,58.06
30,11.34,19.5,30.39,43.09,58.06
35,11.34,19.5,30.39,43.09,58.06
40,11.34,19.5,30.39,43.09,58.06
45,10.89,18.6,28.58,41.28,54.88
50,10.43,17.24,26.76,38.56,51.71
55,9.53,16.33,24.95,35.83,47.63
60,8.62,14.51,22.68,32.66,43.54
65,7.71,13.15,20.41,29.48,39.46
70,7.26,11.79,18.6,26.31,35.38
75,6.35,10.89,16.33,23.59,31.75
80,5.44,9.53,14.97,21.32,28.12
85,4.99,8.62,13.15,19.05,25.4
90,4.54,7.71,11.79,17.24,22.68
