Age,Beg.,Nov.,Int.,Adv.,Elite
15,58.51,82.1,111.58,145.6,181.89
20,66.68,94.35,127.91,166.47,208.2
25,68.49,96.62,131.09,171,213.64
30,68.49,96.62,131.09,171,213.64
35,68.49,96.62,131.09,171,213.64
40,68.49,96.62,131.09,171,213.64
45,65.32,91.63,124.28,162.39,202.76
50,61.23,86.18,117.03,152.41,190.51
55,56.7,79.83,107.95,140.61,175.99
60,51.71,72.57,98.43,128.37,160.57
65,46.72,65.77,88.9,116.12,145.15
70,41.73,58.97,79.83,104.33,130.18
75,37.19,52.62,71.67,92.99,116.57
80,33.57,47.17,63.96,83.46,104.33
85,29.94,42.18,57.15,74.84,93.44
90,27.22,38.1,51.71,67.13,84.37
