Age,Beg.,Nov.,Int.,Adv.,Elite
15,22.23,43.09,72.12,108.86,151.05
20,25.4,49.44,83.01,124.74,172.82
25,26.31,50.8,84.82,127.91,177.35
30,26.31,50.8,84.82,127.91,177.35
35,26.31,50.8,84.82,127.91,177.35
40,26.31,50.8,84.82,127.91,177.35
45,24.95,48.08,80.74,121.56,167.83
50,23.59,45.36,75.75,113.85,157.85
55,21.77,41.73,69.85,105.23,146.06
60,19.96,38.1,63.96,96.16,133.36
65,17.69,34.47,57.61,87.09,120.2
70,15.88,30.84,51.71,78.02,107.95
75,14.51,27.67,46.27,69.85,96.62
80,12.7,24.95,41.28,62.14,86.18
85,11.34,22.23,37.19,55.79,77.56
90,10.43,19.96,33.57,50.35,69.85
