Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.53,22.68,43.09,69.85,101.6
20,10.43,25.85,49.44,79.83,116.12
25,10.89,26.76,50.35,82.1,119.29
30,10.89,26.76,50.35,82.1,119.29
35,10.89,26.76,50.35,82.1,119.29
40,10.89,26.76,50.35,82.1,119.29
45,10.43,25.4,48.08,78.02,112.94
50,9.53,23.59,44.91,73.03,106.14
55,9.07,21.77,41.73,67.59,97.98
60,8.16,19.96,38.1,61.69,89.36
65,7.26,18.14,34.47,55.79,80.74
70,6.8,16.33,30.84,49.9,72.57
75,5.9,14.51,27.67,44.91,64.86
80,5.44,13.15,24.49,39.92,58.06
85,4.99,11.79,22.23,35.83,52.16
90,4.08,10.43,19.96,32.21,46.72
