Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,20.41,33.57,49.9,68.04
20,12.7,23.59,38.56,56.7,78.02
25,13.15,24.04,39.46,58.51,79.83
30,13.15,24.04,39.46,58.51,79.83
35,13.15,24.04,39.46,58.51,79.83
40,13.15,24.04,39.46,58.51,79.83
45,12.25,23.13,37.19,55.34,75.75
50,11.79,21.77,34.93,52.16,71.21
55,10.89,19.96,32.66,48.08,65.77
60,9.98,18.14,29.48,44,59.87
65,9.07,16.33,26.76,39.46,54.43
70,8.16,14.97,24.04,35.38,48.53
75,7.26,13.15,21.32,31.75,43.54
80,6.35,11.79,19.05,28.58,39.01
85,5.9,10.43,17.24,25.4,34.93
90,4.99,9.53,15.42,23.13,31.3
