Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.18,8.62,17.69,29.94,44
20,3.63,9.98,20.41,34.02,50.35
25,3.63,10.43,20.87,34.93,51.71
30,3.63,10.43,20.87,34.93,51.71
35,3.63,10.43,20.87,34.93,51.71
40,3.63,10.43,20.87,34.93,51.71
45,3.63,9.98,19.96,33.11,48.99
50,3.18,9.07,18.6,31.3,46.27
55,3.18,8.62,17.24,28.58,42.64
60,2.72,7.71,15.88,26.31,39.01
65,2.72,7.26,14.06,23.59,35.38
70,2.27,6.35,12.7,21.32,31.75
75,2.27,5.44,11.34,19.05,28.12
80,1.81,4.99,9.98,17.24,25.4
85,1.81,4.54,9.07,15.42,22.68
90,1.36,4.08,8.16,13.61,20.41
