Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,9.53,18.14,29.48,42.64
20,4.54,10.89,20.87,33.57,48.99
25,4.54,11.34,21.32,34.47,50.35
30,4.54,11.34,21.32,34.47,50.35
35,4.54,11.34,21.32,34.47,50.35
40,4.54,11.34,21.32,34.47,50.35
45,4.54,10.89,20.41,32.66,47.63
50,4.08,9.98,19.05,30.84,44.45
55,3.63,9.07,17.69,28.58,41.28
60,3.63,8.62,15.88,25.85,37.65
65,3.18,7.71,14.51,23.59,34.02
70,2.72,6.8,13.15,20.87,30.39
75,2.72,6.35,11.79,19.05,27.22
80,2.27,5.44,10.43,16.78,24.49
85,1.81,4.99,9.53,14.97,21.77
90,1.81,4.54,8.62,13.61,19.96
