Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,14.06,24.95,39.46,55.79
20,7.26,16.33,28.58,44.91,63.96
25,7.71,16.78,29.48,46.27,65.77
30,7.71,16.78,29.48,46.27,65.77
35,7.71,16.78,29.48,46.27,65.77
40,7.71,16.78,29.48,46.27,65.77
45,7.26,15.88,28.12,44,62.14
50,6.8,14.97,26.31,41.28,58.51
55,6.35,13.61,24.49,38.1,53.98
60,5.9,12.25,22.23,34.93,49.44
65,4.99,11.34,19.96,31.3,44.45
70,4.54,9.98,18.14,28.12,39.92
75,4.08,9.07,15.88,25.4,35.83
80,3.63,8.16,14.51,22.68,32.21
85,3.18,7.26,12.7,20.41,28.58
90,3.18,6.35,11.79,18.14,25.85
