Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.27,8.16,17.24,30.39,46.72
20,2.72,9.07,19.96,34.93,53.07
25,2.72,9.53,20.41,35.83,54.43
30,2.72,9.53,20.41,35.83,54.43
35,2.72,9.53,20.41,35.83,54.43
40,2.72,9.53,20.41,35.83,54.43
45,2.72,9.07,19.5,34.02,51.71
50,2.27,8.16,18.14,31.75,48.53
55,2.27,7.71,16.78,29.48,44.91
60,2.27,7.26,15.42,27.22,41.28
65,1.81,6.35,14.06,24.49,37.19
70,1.81,5.9,12.7,21.77,33.11
75,1.36,4.99,11.34,19.5,29.94
80,1.36,4.54,9.98,17.69,26.76
85,1.36,4.08,9.07,15.88,24.04
90,0.91,3.63,8.16,14.06,21.32
