Age,Beg.,Nov.,Int.,Adv.,Elite
15,34.02,49.44,68.95,91.17,115.67
20,38.56,56.7,78.47,104.33,132.45
25,39.92,58.06,80.74,107.05,136.08
30,39.92,58.06,80.74,107.05,136.08
35,39.92,58.06,80.74,107.05,136.08
40,39.92,58.06,80.74,107.05,136.08
45,37.65,54.88,76.66,101.6,128.82
50,35.38,51.71,71.67,95.25,121.11
55,32.66,47.63,66.68,88.45,112.04
60,29.94,43.54,60.78,80.74,102.06
65,27.22,39.46,54.88,72.57,92.53
70,24.04,35.38,48.99,65.32,83.01
75,21.77,31.75,44,58.51,73.94
80,19.5,28.12,39.46,52.16,66.22
85,17.24,25.4,35.38,46.72,59.42
90,15.88,22.68,31.75,42.18,53.52
