Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,24.95,45.81,72.57,104.33
20,12.7,28.58,52.62,83.46,119.29
25,13.15,29.48,53.98,85.28,122.47
30,13.15,29.48,53.98,85.28,122.47
35,13.15,29.48,53.98,85.28,122.47
40,13.15,29.48,53.98,85.28,122.47
45,12.25,28.12,51.26,81.19,116.12
50,11.79,26.31,48.08,76.2,108.86
55,10.89,24.49,44.45,70.31,100.7
60,9.98,22.23,40.37,64.41,92.08
65,9.07,19.96,36.74,58.06,83.01
70,8.16,18.14,32.66,52.16,74.39
75,7.26,15.88,29.48,46.72,66.68
80,6.35,14.51,26.31,41.73,59.42
85,5.9,12.7,23.59,37.19,53.52
90,4.99,11.79,21.32,33.57,48.08
