Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.46,56.25,76.66,100.7,126.55
20,45.36,64.41,88,115.21,144.7
25,46.27,66.22,90.26,118.39,148.78
30,46.27,66.22,90.26,118.39,148.78
35,46.27,66.22,90.26,118.39,148.78
40,46.27,66.22,90.26,118.39,148.78
45,44,62.6,85.73,112.04,141.07
50,41.28,58.97,80.29,105.23,132.45
55,38.1,54.43,74.39,97.52,122.47
60,34.93,49.44,68.04,88.9,111.58
65,31.75,44.91,61.23,80.29,100.7
70,28.12,40.37,54.88,72.12,90.72
75,25.4,35.83,48.99,64.41,80.74
80,22.68,32.21,44,57.61,72.57
85,20.41,29.03,39.46,51.71,64.86
90,18.14,25.85,35.38,46.72,58.51
