Age,Beg.,Nov.,Int.,Adv.,Elite
15,12.25,20.41,30.84,44,58.51
20,14.06,23.13,35.38,50.35,66.68
25,14.51,24.04,36.29,51.71,68.49
30,14.51,24.04,36.29,51.71,68.49
35,14.51,24.04,36.29,51.71,68.49
40,14.51,24.04,36.29,51.71,68.49
45,13.61,22.68,34.47,48.99,64.86
50,12.7,21.32,32.21,45.81,61.23
55,11.79,19.5,29.94,42.64,56.7
60,10.89,18.14,27.22,39.01,51.71
65,9.53,16.33,24.95,34.93,46.72
70,8.62,14.51,22.23,31.3,41.73
75,7.71,13.15,19.96,28.12,37.19
80,6.8,11.79,17.69,24.95,33.57
85,6.35,10.43,15.88,22.68,29.94
90,5.44,9.53,14.51,20.41,27.22
