Age,Beg.,Nov.,Int.,Adv.,Elite
15,15.42,35.38,65.32,103.87,149.23
20,17.69,40.82,74.84,118.84,171
25,18.14,41.73,76.66,122.02,175.09
30,18.14,41.73,76.66,122.02,175.09
35,18.14,41.73,76.66,122.02,175.09
40,18.14,41.73,76.66,122.02,175.09
45,17.24,39.46,72.57,115.67,166.47
50,16.33,37.19,68.04,108.86,156.04
55,14.97,34.47,63.05,100.7,144.24
60,13.61,31.3,57.61,91.63,131.54
65,12.25,28.12,52.16,83.01,118.84
70,10.89,25.4,46.72,74.39,106.59
75,9.98,22.68,41.73,66.68,95.71
80,9.07,20.41,37.19,59.42,85.28
85,8.16,18.14,33.57,53.52,76.66
90,7.26,16.33,29.94,48.08,68.95
