Age,Beg.,Nov.,Int.,Adv.,Elite
15,19.96,35.38,57.15,83.91,113.85
20,22.68,40.82,65.32,95.71,130.18
25,23.13,41.73,67.13,98.43,133.81
30,23.13,41.73,67.13,98.43,133.81
35,23.13,41.73,67.13,98.43,133.81
40,23.13,41.73,67.13,98.43,133.81
45,22.23,39.46,63.5,93.44,127.01
50,20.87,37.19,59.87,87.54,119.29
55,19.05,34.47,55.34,81.19,110.22
60,17.24,31.3,50.35,73.94,100.7
65,15.88,28.58,45.36,66.68,90.72
70,14.06,25.4,40.82,59.87,81.65
75,12.7,22.68,36.74,53.52,73.03
80,11.34,20.41,32.66,48.08,65.32
85,9.98,18.14,29.48,43.09,58.51
90,9.07,16.33,26.31,38.56,52.62
