Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,17.69,44,82.1,129.27
20,4.08,19.96,50.35,93.89,148.32
25,4.08,20.41,51.71,96.16,151.95
30,4.08,20.41,51.71,96.16,151.95
35,4.08,20.41,51.71,96.16,151.95
40,4.08,20.41,51.71,96.16,151.95
45,4.08,19.5,48.99,91.17,144.24
50,3.63,18.14,45.81,85.73,135.17
55,3.18,16.78,42.64,79.38,125.19
60,3.18,15.42,38.56,72.57,114.31
65,2.72,14.06,34.93,65.32,103.42
70,2.72,12.7,31.3,58.51,92.53
75,2.27,11.34,28.12,52.62,83.01
80,1.81,9.98,24.95,46.72,73.94
85,1.81,9.07,22.68,42.18,66.22
90,1.81,8.16,20.41,38.1,59.87
