Age,Beg.,Nov.,Int.,Adv.,Elite
15,23.13,44.91,75.3,113.4,156.94
20,26.76,51.26,86.18,129.73,180.08
25,27.22,52.62,88.45,133.36,184.61
30,27.22,52.62,88.45,133.36,184.61
35,27.22,52.62,88.45,133.36,184.61
40,27.22,52.62,88.45,133.36,184.61
45,25.85,49.9,83.91,126.55,175.09
50,24.49,47.17,78.93,118.84,164.2
55,22.23,43.54,73.03,109.77,151.95
60,20.41,39.46,66.68,100.24,138.8
65,18.6,35.83,59.87,90.26,125.19
70,16.78,32.21,53.98,81.19,112.49
75,14.97,28.58,48.08,72.57,100.7
80,13.15,25.85,43.09,64.86,89.81
85,11.79,23.13,38.56,58.06,80.74
90,10.89,20.87,34.93,52.62,72.57
