Age,Beg.,Nov.,Int.,Adv.,Elite
15,1.81,6.8,15.42,26.76,40.82
20,2.27,7.71,17.24,30.84,46.72
25,2.27,8.16,17.69,31.75,48.08
30,2.27,8.16,17.69,31.75,48.08
35,2.27,8.16,17.69,31.75,48.08
40,2.27,8.16,17.69,31.75,48.08
45,2.27,7.71,16.78,29.94,45.81
50,2.27,7.26,15.88,28.12,42.64
55,1.81,6.8,14.51,25.85,39.46
60,1.81,5.9,13.61,23.59,36.29
65,1.36,5.44,12.25,21.32,32.66
70,1.36,4.99,10.89,19.05,29.48
75,1.36,4.54,9.98,17.24,26.31
80,1.36,4.08,8.62,15.42,23.59
85,0.91,3.63,7.71,13.61,20.87
90,0.91,3.18,7.26,12.25,19.05
