Age,Beg.,Nov.,Int.,Adv.,Elite
15,45.81,71.67,105.23,145.15,189.6
20,52.62,82.1,120.66,166.47,216.82
25,53.98,84.37,123.83,170.55,222.71
30,53.98,84.37,123.83,170.55,222.71
35,53.98,84.37,123.83,170.55,222.71
40,53.98,84.37,123.83,170.55,222.71
45,50.8,79.83,117.48,161.93,210.92
50,48.08,75.3,110.22,151.95,198.22
55,44.45,69.4,102.06,140.61,183.25
60,40.37,63.5,92.99,128.37,167.38
65,36.74,57.15,83.91,116.12,151.05
70,32.66,51.26,75.3,103.87,135.62
75,29.48,45.81,67.59,92.99,121.11
80,26.31,41.28,60.33,83.01,108.41
85,23.59,36.74,53.98,74.39,97.07
90,21.32,33.11,48.53,67.13,87.54
