Age,Beg.,Nov.,Int.,Adv.,Elite
15,19.96,44.45,80.29,126.1,180.08
20,23.13,50.8,91.63,144.7,205.93
25,23.59,52.16,94.35,148.32,211.37
30,23.59,52.16,94.35,148.32,211.37
35,23.59,52.16,94.35,148.32,211.37
40,23.59,52.16,94.35,148.32,211.37
45,22.68,49.44,89.36,140.61,200.49
50,21.32,46.72,83.91,132,188.24
55,19.5,43.09,77.56,122.02,174.18
60,17.69,39.46,70.76,111.58,158.76
65,15.88,35.38,63.96,100.7,143.79
70,14.51,31.75,57.61,90.26,128.82
75,12.7,28.58,51.26,80.74,115.21
80,11.34,25.4,45.81,72.12,102.97
85,10.43,22.68,41.28,64.86,92.53
90,9.53,20.41,37.19,58.51,83.01
