Age,Beg.,Nov.,Int.,Adv.,Elite
15,61.69,91.63,129.73,174.18,222.71
20,70.31,104.78,148.32,199.58,254.92
25,72.57,107.95,152.41,204.57,261.72
30,72.57,107.95,152.41,204.57,261.72
35,72.57,107.95,152.41,204.57,261.72
40,72.57,107.95,152.41,204.57,261.72
45,68.49,102.06,144.7,194.14,248.12
50,64.41,95.71,135.62,182.34,233.15
55,59.42,88.9,125.65,168.28,215.46
60,54.43,81.19,114.31,153.77,196.86
65,48.99,73.03,103.42,138.8,177.81
70,44,65.77,92.99,124.74,159.66
75,39.46,58.51,83.01,111.58,142.43
80,35.38,52.62,74.39,99.79,127.46
85,31.75,47.17,66.68,89.36,114.31
90,28.58,42.64,59.87,80.74,102.97
