Age,Beg.,Nov.,Int.,Adv.,Elite
15,27.67,54.88,92.53,140.61,195.5
20,31.75,62.6,106.14,161.03,224.07
25,32.66,64.41,108.86,165.11,229.52
30,32.66,64.41,108.86,165.11,229.52
35,32.66,64.41,108.86,165.11,229.52
40,32.66,64.41,108.86,165.11,229.52
45,30.84,60.78,103.42,156.49,217.72
50,29.03,57.15,97.07,146.96,204.57
55,26.76,53.07,89.81,136.08,189.15
60,24.49,48.08,81.65,124.28,172.82
65,22.23,43.54,73.94,112.04,156.04
70,19.96,39.01,66.22,100.7,140.16
75,17.69,34.93,59.42,89.81,125.19
80,15.88,31.3,53.07,80.29,112.04
85,14.06,28.12,47.63,72.12,100.24
90,12.7,25.4,42.64,64.86,90.26
