Age,Beg.,Nov.,Int.,Adv.,Elite
15,42.64,66.68,97.98,134.72,175.54
20,48.99,76.2,112.04,154.22,200.94
25,49.9,78.47,114.76,158.3,205.93
30,49.9,78.47,114.76,158.3,205.93
35,49.9,78.47,114.76,158.3,205.93
40,49.9,78.47,114.76,158.3,205.93
45,47.63,74.39,108.86,150.14,195.5
50,44.45,69.85,102.06,141.07,183.7
55,41.28,64.41,94.35,130.18,169.64
60,37.65,58.97,86.18,118.84,155.13
65,34.02,53.07,78.02,107.5,140.16
70,30.39,47.63,69.85,96.62,125.65
75,27.22,42.64,62.6,86.18,112.49
80,24.49,38.1,55.79,77.11,100.24
85,21.77,34.02,50.35,68.95,89.81
90,19.5,30.84,45.36,62.14,81.19
