Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,13.15,32.66,60.78,95.71
20,3.18,14.97,37.19,69.4,109.32
25,3.18,15.42,38.1,71.21,112.49
30,3.18,15.42,38.1,71.21,112.49
35,3.18,15.42,38.1,71.21,112.49
40,3.18,15.42,38.1,71.21,112.49
45,3.18,14.51,36.29,67.59,106.59
50,2.72,13.61,34.02,63.5,100.24
55,2.72,12.7,31.3,58.51,92.53
60,2.27,11.79,28.58,53.52,84.37
65,2.27,10.43,25.85,48.53,76.2
70,1.81,9.53,23.13,43.54,68.49
75,1.81,8.62,20.87,39.01,61.23
80,1.36,7.71,18.6,34.93,54.88
85,1.36,6.8,16.78,31.3,48.99
90,1.36,5.9,14.97,28.12,44.45
