Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.8,12.25,19.96,29.03,39.46
20,7.71,14.06,22.68,33.11,44.91
25,8.16,14.51,23.13,34.02,46.27
30,8.16,14.51,23.13,34.02,46.27
35,8.16,14.51,23.13,34.02,46.27
40,8.16,14.51,23.13,34.02,46.27
45,7.71,13.61,22.23,32.21,44
50,7.26,13.15,20.87,30.39,41.28
55,6.8,11.79,19.05,28.12,38.1
60,5.9,10.89,17.69,25.4,34.93
65,5.44,9.98,15.88,23.13,31.3
70,4.99,9.07,14.06,20.87,28.12
75,4.54,7.71,12.7,18.6,25.4
80,4.08,7.26,11.34,16.78,22.68
85,3.63,6.35,9.98,14.97,20.41
90,3.18,5.9,9.07,13.61,18.14
