Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.95,43.09,67.13,97.07,130.63
20,28.58,48.99,77.11,111.13,149.69
25,29.03,50.35,78.93,114.31,153.31
30,29.03,50.35,78.93,114.31,153.31
35,29.03,50.35,78.93,114.31,153.31
40,29.03,50.35,78.93,114.31,153.31
45,27.67,48.08,74.84,108.41,145.6
50,25.85,44.91,70.31,101.6,136.53
55,24.04,41.73,65.32,93.89,126.55
60,21.77,38.1,59.42,85.73,115.21
65,19.96,34.47,53.52,77.56,104.33
70,17.69,30.84,48.08,69.4,93.44
75,15.88,27.67,43.09,62.14,83.46
80,14.06,24.49,38.56,55.79,74.84
85,12.7,22.23,34.47,49.9,67.13
90,11.34,19.96,31.3,44.91,60.33
