Age,Beg.,Nov.,Int.,Adv.,Elite
15,27.67,48.53,76.66,111.13,150.59
20,31.3,55.34,87.54,127.46,172.37
25,32.21,56.7,89.81,130.63,176.45
30,32.21,56.7,89.81,130.63,176.45
35,32.21,56.7,89.81,130.63,176.45
40,32.21,56.7,89.81,130.63,176.45
45,30.84,53.98,85.28,123.83,167.38
50,28.58,50.8,80.29,116.57,157.4
55,26.76,46.72,73.94,107.5,145.6
60,24.49,42.64,67.59,98.43,132.9
65,21.77,38.56,61.23,88.9,119.75
70,19.5,34.47,54.88,79.83,107.5
75,17.69,30.84,48.99,71.21,96.16
80,15.88,27.67,44,63.5,86.18
85,14.06,24.95,39.46,57.15,77.11
90,12.7,22.23,35.38,51.26,69.4
