Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.97,29.03,48.53,73.48,102.06
20,16.78,33.11,55.79,83.91,116.57
25,17.24,34.02,57.15,86.18,119.75
30,17.24,34.02,57.15,86.18,119.75
35,17.24,34.02,57.15,86.18,119.75
40,17.24,34.02,57.15,86.18,119.75
45,16.33,32.21,53.98,82.1,113.85
50,15.42,30.39,50.8,76.66,106.59
55,14.51,28.12,47.17,71.21,98.43
60,13.15,25.4,43.09,64.86,90.26
65,11.79,23.13,38.56,58.51,81.19
70,10.43,20.87,34.93,52.62,73.03
75,9.53,18.6,31.3,47.17,65.32
80,8.62,16.33,27.67,42.18,58.51
85,7.71,14.97,24.95,37.65,52.16
90,6.8,13.15,22.68,34.02,47.17
