Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.4,39.46,57.61,78.93,102.97
20,29.03,44.91,65.77,90.26,117.48
25,29.48,46.27,67.59,92.99,120.66
30,29.48,46.27,67.59,92.99,120.66
35,29.48,46.27,67.59,92.99,120.66
40,29.48,46.27,67.59,92.99,120.66
45,28.12,44,63.96,88,114.31
50,26.31,41.28,59.87,82.55,107.5
55,24.49,38.1,55.79,76.2,99.34
60,22.23,34.93,50.8,69.85,90.72
65,19.96,31.3,45.81,63.05,82.1
70,18.14,28.12,41.28,56.7,73.48
75,16.33,25.4,36.74,50.35,65.77
80,14.51,22.68,33.11,45.36,58.97
85,13.15,20.41,29.48,40.37,52.62
90,11.79,18.14,26.76,36.74,47.63
