Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,17.24,46.72,90.26,145.6
20,3.18,19.96,53.52,103.42,166.47
25,3.18,20.41,54.88,106.14,171
30,3.18,20.41,54.88,106.14,171
35,3.18,20.41,54.88,106.14,171
40,3.18,20.41,54.88,106.14,171
45,2.72,19.5,52.16,100.7,161.93
50,2.72,18.14,48.99,94.8,151.95
55,2.72,16.78,45.36,87.54,140.61
60,2.27,15.42,41.28,79.83,128.37
65,2.27,14.06,37.19,72.12,116.12
70,1.81,12.25,33.57,64.86,103.87
75,1.81,11.34,29.94,58.06,92.99
80,1.36,9.98,26.76,51.71,83.46
85,1.36,9.07,24.04,46.27,74.39
90,1.36,8.16,21.77,41.73,67.13
