Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.18,7.71,14.51,23.13,33.11
20,3.63,9.07,16.33,26.31,37.65
25,4.08,9.07,16.78,26.76,38.56
30,4.08,9.07,16.78,26.76,38.56
35,4.08,9.07,16.78,26.76,38.56
40,4.08,9.07,16.78,26.76,38.56
45,3.63,8.62,15.88,25.4,36.74
50,3.63,8.16,14.97,24.04,34.47
55,3.18,7.71,14.06,22.23,31.75
60,3.18,6.8,12.7,20.41,29.03
65,2.72,6.35,11.34,18.14,26.31
70,2.27,5.44,10.43,16.33,23.59
75,2.27,4.99,9.07,14.51,21.32
80,1.81,4.54,8.16,13.15,19.05
85,1.81,4.08,7.26,11.79,16.78
90,1.36,3.63,6.8,10.43,15.42
