Age,Beg.,Nov.,Int.,Adv.,Elite
15,41.73,58.97,79.83,103.87,129.73
20,48.08,67.59,91.17,118.84,148.32
25,49.44,68.95,93.89,122.02,152.41
30,49.44,68.95,93.89,122.02,152.41
35,49.44,68.95,93.89,122.02,152.41
40,49.44,68.95,93.89,122.02,152.41
45,46.72,65.77,88.9,115.67,144.24
50,44,61.69,83.46,108.41,135.62
55,40.37,57.15,77.11,100.24,125.19
60,37.19,52.16,70.31,91.63,114.31
65,33.57,47.17,63.5,82.55,103.42
70,29.94,42.18,57.15,74.39,92.99
75,26.76,37.65,51.26,66.22,83.01
80,24.04,33.57,45.81,59.42,74.39
85,21.32,30.39,40.82,53.07,66.68
90,19.5,27.22,36.74,48.08,59.87
