Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.27,11.34,27.67,51.71,81.19
20,2.72,12.7,31.75,58.97,92.99
25,2.72,13.15,32.66,60.78,95.25
30,2.72,13.15,32.66,60.78,95.25
35,2.72,13.15,32.66,60.78,95.25
40,2.72,13.15,32.66,60.78,95.25
45,2.72,12.7,30.84,57.61,90.26
50,2.27,11.79,29.03,53.98,84.82
55,2.27,10.89,26.76,49.9,78.47
60,2.27,9.98,24.49,45.36,71.67
65,1.81,9.07,22.23,41.28,64.86
70,1.81,8.16,19.96,36.74,58.06
75,1.36,7.26,17.69,33.11,52.16
80,1.36,6.35,15.88,29.48,46.27
85,1.36,5.9,14.06,26.31,41.73
90,0.91,4.99,12.7,24.04,37.65
