Age,Beg.,Nov.,Int.,Adv.,Elite
15,38.56,57.61,81.65,109.77,140.61
20,44,65.77,93.44,125.65,160.57
25,45.36,67.59,95.71,128.82,165.11
30,45.36,67.59,95.71,128.82,165.11
35,45.36,67.59,95.71,128.82,165.11
40,45.36,67.59,95.71,128.82,165.11
45,43.09,63.96,90.72,122.02,156.49
50,40.37,60.33,85.28,114.76,146.96
55,37.19,55.79,78.93,106.14,135.62
60,34.02,50.8,72.12,96.62,123.83
65,30.84,45.81,64.86,87.54,112.04
70,27.67,41.28,58.51,78.47,100.7
75,24.49,36.74,52.16,70.31,89.81
80,22.23,33.11,46.72,62.6,80.29
85,19.96,29.48,41.73,56.25,72.12
90,17.69,26.76,37.65,50.8,64.86
