Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.4,44.45,69.85,101.15,136.08
20,29.03,50.8,79.83,115.67,156.04
25,29.48,52.16,82.1,118.84,160.12
30,29.48,52.16,82.1,118.84,160.12
35,29.48,52.16,82.1,118.84,160.12
40,29.48,52.16,82.1,118.84,160.12
45,28.12,49.44,77.56,112.49,151.95
50,26.31,46.27,73.03,105.69,142.43
55,24.49,42.64,67.59,97.52,132
60,22.23,39.01,61.69,89.36,120.2
65,19.96,35.38,55.79,80.74,108.86
70,18.14,31.75,49.9,72.12,97.52
75,16.33,28.12,44.45,64.86,87.09
80,14.51,25.4,39.92,57.61,78.02
85,13.15,22.68,35.83,51.71,69.85
90,11.79,20.41,32.21,46.72,63.05
