Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.53,19.96,35.38,55.34,78.02
20,10.89,23.13,40.82,63.05,88.9
25,11.34,23.59,41.73,64.86,91.63
30,11.34,23.59,41.73,64.86,91.63
35,11.34,23.59,41.73,64.86,91.63
40,11.34,23.59,41.73,64.86,91.63
45,10.43,22.23,39.46,61.23,86.64
50,9.98,20.87,37.19,57.61,81.65
55,9.07,19.5,34.47,53.52,75.3
60,8.62,17.69,31.3,48.53,68.95
65,7.71,15.88,28.12,44,62.14
70,6.8,14.51,25.4,39.46,55.79
75,5.9,12.7,22.68,35.38,49.9
80,5.44,11.34,20.41,31.75,44.45
85,4.99,10.43,18.14,28.12,39.92
90,4.54,9.53,16.33,25.4,35.83
