Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.43,17.69,26.76,37.65,49.9
20,12.25,19.96,30.39,43.09,57.15
25,12.7,20.87,31.3,44.45,58.97
30,12.7,20.87,31.3,44.45,58.97
35,12.7,20.87,31.3,44.45,58.97
40,12.7,20.87,31.3,44.45,58.97
45,11.79,19.5,29.94,42.18,55.79
50,11.34,18.6,28.12,39.46,52.16
55,10.43,16.78,25.85,36.29,48.53
60,9.53,15.42,23.59,33.11,44
65,8.62,14.06,21.32,29.94,39.92
70,7.71,12.7,19.05,27.22,35.83
75,6.8,11.34,17.24,24.04,32.21
80,5.9,9.98,15.42,21.77,28.58
85,5.44,9.07,13.61,19.5,25.85
90,4.99,8.16,12.25,17.24,23.13
