Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.18,10.89,23.59,41.73,63.5
20,3.63,12.25,27.22,47.63,72.57
25,3.63,12.7,28.12,48.99,74.39
30,3.63,12.7,28.12,48.99,74.39
35,3.63,12.7,28.12,48.99,74.39
40,3.63,12.7,28.12,48.99,74.39
45,3.63,12.25,26.31,46.27,70.76
50,3.18,11.34,24.95,43.54,66.22
55,3.18,10.43,23.13,40.37,61.23
60,2.72,9.53,20.87,36.74,55.79
65,2.72,8.62,19.05,33.11,50.8
70,2.27,7.71,16.78,29.94,45.36
75,1.81,6.8,15.42,26.76,40.82
80,1.81,6.35,13.61,24.04,36.29
85,1.81,5.44,12.25,21.32,32.66
90,1.36,4.99,10.89,19.05,29.48
