Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.27,7.26,15.88,28.12,43.09
20,2.27,8.16,18.14,32.21,49.44
25,2.27,8.62,18.6,33.11,50.8
30,2.27,8.62,18.6,33.11,50.8
35,2.27,8.62,18.6,33.11,50.8
40,2.27,8.62,18.6,33.11,50.8
45,2.27,8.16,17.69,31.3,48.08
50,2.27,7.71,16.78,29.48,44.91
55,1.81,6.8,15.42,27.22,41.73
60,1.81,6.35,14.06,24.95,38.1
65,1.81,5.9,12.7,22.68,34.47
70,1.36,4.99,11.34,20.41,30.84
75,1.36,4.54,10.43,18.14,27.67
80,1.36,4.08,9.07,16.33,24.49
85,0.91,3.63,8.16,14.51,22.23
90,0.91,3.18,7.26,13.15,19.96
