Age,Beg.,Nov.,Int.,Adv.,Elite
15,41.73,81.19,136.53,205.93,285.76
20,48.08,92.99,156.49,235.87,327.04
25,48.99,95.71,160.57,242.22,335.66
30,48.99,95.71,160.57,242.22,335.66
35,48.99,95.71,160.57,242.22,335.66
40,48.99,95.71,160.57,242.22,335.66
45,46.72,90.72,152.41,229.52,318.42
50,43.54,84.82,142.88,215.46,298.92
55,40.37,78.47,132,199.58,276.24
60,36.74,71.67,120.66,181.89,252.2
65,33.57,64.86,108.86,164.2,228.16
70,29.94,58.06,97.98,147.42,204.57
75,26.76,52.16,87.54,132,182.8
80,24.04,46.72,78.02,117.93,163.75
85,21.32,41.73,69.85,105.69,146.51
90,19.5,37.65,63.05,95.25,132
