Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.95,42.18,65.32,92.99,123.83
20,28.58,48.53,74.39,106.14,141.97
25,29.48,49.9,76.66,108.86,145.6
30,29.48,49.9,76.66,108.86,145.6
35,29.48,49.9,76.66,108.86,145.6
40,29.48,49.9,76.66,108.86,145.6
45,28.12,47.17,72.57,103.42,137.89
50,26.31,44.45,68.04,97.07,129.73
55,24.49,40.82,63.05,89.81,119.75
60,22.23,37.19,57.61,82.1,109.32
65,19.96,33.57,52.16,73.94,98.88
70,18.14,30.39,46.72,66.68,88.9
75,15.88,27.22,41.73,59.42,79.38
80,14.51,24.04,37.19,53.07,70.76
85,12.7,21.77,33.57,47.63,63.5
90,11.79,19.5,29.94,43.09,57.15
