Age,Beg.,Nov.,Int.,Adv.,Elite
15,20.41,41.73,72.12,111.13,156.04
20,23.59,47.63,83.01,127.46,178.72
25,24.04,48.99,84.82,130.63,183.25
30,24.04,48.99,84.82,130.63,183.25
35,24.04,48.99,84.82,130.63,183.25
40,24.04,48.99,84.82,130.63,183.25
45,22.68,46.72,80.74,123.83,173.73
50,21.32,43.54,75.75,116.12,163.29
55,19.96,40.37,69.85,107.5,151.05
60,18.14,36.74,63.96,97.98,137.89
65,16.33,33.57,57.61,88.9,124.28
70,14.51,29.94,51.71,79.38,111.58
75,13.15,26.76,46.27,71.21,99.79
80,11.79,24.04,41.28,63.5,89.36
85,10.43,21.32,37.19,57.15,79.83
90,9.53,19.5,33.57,51.26,72.12
