Age,Beg.,Nov.,Int.,Adv.,Elite
15,45.81,83.01,133.81,196.86,268.07
20,52.62,95.25,153.31,225.44,307.08
25,53.98,97.52,157.4,231.33,314.79
30,53.98,97.52,157.4,231.33,314.79
35,53.98,97.52,157.4,231.33,314.79
40,53.98,97.52,157.4,231.33,314.79
45,51.26,92.53,149.23,219.54,298.92
50,48.08,87.09,140.16,205.93,280.32
55,44.45,80.29,129.73,190.51,259.45
60,40.37,73.48,118.39,173.73,236.78
65,36.74,66.22,107.05,156.94,214.1
70,32.66,59.42,95.71,141.07,191.87
75,29.48,53.07,85.73,126.1,171.46
80,26.31,47.63,76.66,112.49,153.31
85,23.59,42.64,68.95,101.15,137.44
90,21.32,38.56,62.14,91.17,123.83
