Age,Beg.,Nov.,Int.,Adv.,Elite
15,-27.22,-14.51,0.45,17.24,34.47
20,-20.41,-5.9,10.89,29.94,49.9
25,-19.05,-4.08,13.15,32.66,53.07
30,-19.05,-4.08,13.15,32.66,53.07
35,-19.05,-4.08,13.15,32.66,53.07
40,-19.05,-4.08,13.15,32.66,53.07
45,-21.77,-7.71,8.62,27.22,46.72
50,-24.95,-11.79,3.63,21.32,39.46
55,-28.58,-16.33,-1.81,14.06,30.84
60,-32.66,-21.32,-8.16,6.35,21.77
65,-36.29,-26.31,-14.51,-1.36,12.7
70,-40.37,-31.3,-20.41,-8.62,3.63
75,-43.54,-35.38,-25.85,-15.42,-4.54
80,-46.72,-39.46,-30.84,-21.77,-11.79
85,-49.44,-43.09,-35.38,-26.76,-18.14
90,-51.71,-45.81,-39.01,-31.3,-23.59
