Age,Beg.,Nov.,Int.,Adv.,Elite
15,26.76,39.01,54.88,73.03,92.99
20,30.39,44.91,62.6,83.46,106.59
25,31.3,45.81,64.41,85.73,109.32
30,31.3,45.81,64.41,85.73,109.32
35,31.3,45.81,64.41,85.73,109.32
40,31.3,45.81,64.41,85.73,109.32
45,29.48,43.54,61.23,81.65,103.87
50,27.67,40.82,57.15,76.66,97.52
55,25.85,37.65,53.07,70.76,89.81
60,23.59,34.47,48.53,64.41,82.1
65,21.32,31.3,43.54,58.51,74.39
70,19.05,28.12,39.01,52.16,66.68
75,17.24,24.95,34.93,46.72,59.42
80,15.42,22.23,31.3,41.73,53.07
85,13.61,19.96,28.12,37.65,47.63
90,12.25,18.14,25.4,34.02,43.09
