Age,Beg.,Nov.,Int.,Adv.,Elite
15,40.82,67.13,102.06,144.7,191.87
20,46.72,77.11,117.03,165.56,219.54
25,47.63,78.93,120.2,169.64,225.44
30,47.63,78.93,120.2,169.64,225.44
35,47.63,78.93,120.2,169.64,225.44
40,47.63,78.93,120.2,169.64,225.44
45,45.36,74.84,113.85,161.03,213.64
50,42.64,70.31,107.05,151.05,200.49
55,39.46,64.86,98.88,139.71,185.52
60,35.83,59.42,90.26,127.46,169.19
65,32.66,53.52,81.65,115.21,152.86
70,29.03,48.08,73.03,103.42,137.44
75,25.85,43.09,65.32,92.53,122.92
80,23.13,38.56,58.51,82.55,109.77
85,20.87,34.47,52.62,73.94,98.43
90,18.6,31.3,47.17,66.68,88.45
