Age,Beg.,Nov.,Int.,Adv.,Elite
15,-18.14,4.08,31.3,62.14,95.25
20,-9.53,15.88,46.72,82.1,120.2
25,-7.71,18.14,49.9,86.18,125.19
30,-7.71,18.14,49.9,86.18,125.19
35,-7.71,18.14,49.9,86.18,125.19
40,-7.71,18.14,49.9,86.18,125.19
45,-11.34,13.61,43.54,78.02,114.76
50,-15.42,7.71,36.29,68.49,102.97
55,-19.96,1.36,27.67,57.61,89.36
60,-24.95,-5.44,18.6,45.81,74.84
65,-29.94,-12.25,9.07,34.02,60.33
70,-34.93,-19.05,0.45,22.23,46.27
75,-39.46,-25.4,-7.71,11.79,33.11
80,-43.54,-30.84,-15.42,2.27,21.32
85,-46.72,-35.38,-21.77,-5.9,10.89
90,-49.9,-39.46,-27.22,-12.7,2.27
