Age,Beg.,Nov.,Int.,Adv.,Elite
15,26.76,61.69,113.85,181.89,261.72
20,30.39,70.76,130.18,208.2,299.82
25,31.3,72.57,133.81,213.64,307.54
30,31.3,72.57,133.81,213.64,307.54
35,31.3,72.57,133.81,213.64,307.54
40,31.3,72.57,133.81,213.64,307.54
45,29.48,68.49,127.01,202.76,291.66
50,27.67,64.41,119.29,190.51,273.97
55,25.85,59.87,110.22,175.99,253.1
60,23.59,54.43,100.7,160.57,231.33
65,21.32,48.99,90.72,145.15,208.65
70,19.05,44,81.65,130.18,187.33
75,17.24,39.46,73.03,116.57,167.38
80,15.42,35.38,65.32,104.33,149.69
85,13.61,31.75,58.51,93.44,134.26
90,12.25,28.58,52.62,84.37,121.11
