Age,Beg.,Nov.,Int.,Adv.,Elite
15,47.63,68.49,93.89,123.38,155.58
20,54.88,78.47,107.5,141.52,178.26
25,56.25,80.29,110.22,145.15,182.8
30,56.25,80.29,110.22,145.15,182.8
35,56.25,80.29,110.22,145.15,182.8
40,56.25,80.29,110.22,145.15,182.8
45,53.07,76.2,104.78,137.44,173.27
50,49.9,71.67,98.43,129.27,162.84
55,46.27,66.22,90.72,119.29,150.59
60,42.18,60.33,83.01,108.86,137.44
65,38.1,54.43,74.84,98.43,124.28
70,34.02,48.99,67.13,88.45,111.13
75,30.39,43.54,60.33,78.93,99.34
80,27.22,39.01,53.98,70.76,88.9
85,24.49,34.93,48.08,63.5,79.83
90,22.23,31.75,43.54,57.15,72.12
