Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,10.43,17.69,26.76,37.19
20,5.9,11.79,19.96,30.39,42.64
25,6.35,12.25,20.41,31.3,43.54
30,6.35,12.25,20.41,31.3,43.54
35,6.35,12.25,20.41,31.3,43.54
40,6.35,12.25,20.41,31.3,43.54
45,5.9,11.34,19.5,29.48,41.28
50,5.44,10.89,18.14,27.67,38.56
55,4.99,9.98,16.78,25.85,35.83
60,4.54,9.07,15.42,23.59,32.66
65,4.08,8.16,14.06,21.32,29.48
70,3.63,7.26,12.7,19.05,26.31
75,3.18,6.8,11.34,17.24,23.59
80,3.18,5.9,9.98,15.42,21.32
85,2.72,5.44,9.07,13.61,19.05
90,2.27,4.99,8.16,12.25,17.24
