Age,Beg.,Nov.,Int.,Adv.,Elite
15,73.48,124.74,192.78,275.33,368.32
20,84.37,142.88,220.45,315.25,421.39
25,86.64,146.51,226.34,323.41,432.27
30,86.64,146.51,226.34,323.41,432.27
35,86.64,146.51,226.34,323.41,432.27
40,86.64,146.51,226.34,323.41,432.27
45,82.1,138.8,214.55,307.08,410.05
50,77.11,130.63,201.4,288.03,385.1
55,71.21,120.66,186.43,266.26,356.07
60,64.86,110.22,170.1,243.13,325.23
65,58.51,99.34,153.77,219.54,293.47
70,52.62,89.36,137.89,197.31,263.54
75,47.17,79.83,123.38,176.45,235.87
80,42.18,71.21,110.22,157.85,210.92
85,37.65,63.96,98.88,141.52,188.69
90,34.02,57.61,89.36,127.46,170.1
