Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.16,19.5,35.83,57.15,82.55
20,9.53,22.23,40.82,65.77,94.35
25,9.98,22.68,42.18,67.13,97.07
30,9.98,22.68,42.18,67.13,97.07
35,9.98,22.68,42.18,67.13,97.07
40,9.98,22.68,42.18,67.13,97.07
45,9.53,21.77,39.92,63.96,92.08
50,8.62,20.41,37.65,59.87,86.18
55,8.16,18.6,34.47,55.34,79.83
60,7.26,17.24,31.75,50.8,73.03
65,6.8,15.42,28.58,45.81,65.77
70,5.9,14.06,25.85,40.82,58.97
75,5.44,12.25,23.13,36.74,52.62
80,4.99,10.89,20.41,32.66,47.17
85,4.08,9.98,18.6,29.48,42.18
90,4.08,9.07,16.78,26.31,38.1
