Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.43,20.41,34.47,52.16,72.57
20,12.25,23.59,39.46,59.87,83.01
25,12.25,24.04,40.82,61.23,85.28
30,12.25,24.04,40.82,61.23,85.28
35,12.25,24.04,40.82,61.23,85.28
40,12.25,24.04,40.82,61.23,85.28
45,11.79,23.13,38.56,58.06,80.74
50,10.89,21.32,36.29,54.43,75.75
55,10.43,19.96,33.57,50.35,69.85
60,9.53,18.14,30.39,46.27,63.96
65,8.62,16.33,27.67,41.73,57.61
70,7.71,14.51,24.95,37.19,51.71
75,6.8,13.15,22.23,33.57,46.27
80,5.9,11.79,19.96,29.94,41.28
85,5.44,10.43,17.69,26.76,37.19
90,4.99,9.53,15.88,24.04,33.57
