Age,Beg.,Nov.,Int.,Adv.,Elite
15,33.11,61.69,101.15,150.59,206.38
20,37.65,70.76,115.67,172.37,236.32
25,39.01,72.57,118.84,176.9,242.67
30,39.01,72.57,118.84,176.9,242.67
35,39.01,72.57,118.84,176.9,242.67
40,39.01,72.57,118.84,176.9,242.67
45,36.74,68.95,112.94,167.38,229.97
50,34.47,64.41,105.69,157.4,215.91
55,32.21,59.87,97.98,145.6,199.58
60,29.03,54.43,89.36,132.9,182.34
65,26.31,48.99,80.74,120.2,164.65
70,23.59,44,72.57,107.5,147.87
75,21.32,39.46,64.86,96.16,132
80,19.05,35.38,58.06,86.18,118.39
85,16.78,31.75,51.71,77.11,105.69
90,15.42,28.58,46.72,69.4,95.25
