Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,19.5,44.91,80.29,123.83
20,5.9,22.68,51.26,92.08,141.97
25,5.9,23.13,52.62,94.35,145.6
30,5.9,23.13,52.62,94.35,145.6
35,5.9,23.13,52.62,94.35,145.6
40,5.9,23.13,52.62,94.35,145.6
45,5.9,21.77,49.9,89.81,137.89
50,5.44,20.41,47.17,84.37,129.73
55,4.99,19.05,43.54,78.02,119.75
60,4.54,17.24,39.46,71.21,109.32
65,4.08,15.88,35.83,63.96,98.88
70,3.63,14.06,32.21,57.61,88.9
75,3.18,12.7,28.58,51.71,79.38
80,3.18,11.34,25.85,46.27,70.76
85,2.72,9.98,23.13,41.28,63.5
90,2.27,9.07,20.87,37.19,57.15
